"0001","0001","1001"
"0001","0001","1002"
"0001","0001","1003"
"0001","0001","1004"
"0001","0001","1009"
"0001","0001","1010"
"0001","0001","1011"
"0001","0001","1012"
"0001","0001","1013"
"0001","0001","1016"
"0001","0001","1017"
"0001","0001","1019"
"0001","0001","1020"
"0001","0001","1021"
"0001","0001","1022"
"0001","0001","1023"
"0001","0001","1024"
"0001","0001","1025"
"0001","0001","1026"
"0001","0001","1027"
"0001","0001","1028"
"0001","0001","1029"
"0001","0001","1030"
"0001","0001","1031"
"0001","0001","1032"
"0001","0001","1033"
"0001","0001","1034"
"0001","0001","1035"
"0001","0001","1036"
"0001","0001","1037"
"0001","0001","1038"
"0001","0001","1039"
"0001","0001","1041"
"0001","0001","1042"
"0001","0001","1043"
"0001","0001","1044"
"0001","0001","1045"
"0001","0001","1046"
"0001","0001","1047"
"0001","0001","1048"
"0001","0001","1049"
"0001","0001","1050"
"0001","0001","1051"
"0001","0001","1052"
"0001","0001","1053"
"0001","0001","1054"
"0001","0001","1055"
"0001","0001","1056"
"0001","0001","1057"
"0001","0001","1058"
"0001","0001","1059"
"0001","0001","1060"
"0001","0001","1061"
"0001","0001","1062"
"0001","0001","1063"
"0001","0001","1064"
"0001","0001","1065"
"0001","0001","1066"
"0001","0001","1067"
"0001","0001","1068"
"0001","0001","1069"
"0001","0001","1070"
"0001","0001","1071"
"0001","0001","1072"
"0001","0001","1073"
"0001","0001","1074"
"0001","0001","1075"
"0001","0001","9999"
"0002","0001","1001"
"0002","0001","1002"
"0002","0001","1003"
"0002","0001","1004"
"0002","0001","1005"
"0002","0001","1006"
"0002","0001","1007"
"0002","0001","1008"
"0002","0001","1009"
"0002","0001","1010"
"0002","0001","5006"
"0002","0001","9999"
"0003","0001","1001"
"0003","0001","1002"
"0003","0001","1003"
"0003","0001","1004"
"0003","0001","1005"
"0004","0001","1001"
"0004","0001","1002"
"0004","0001","1003"
"0004","0001","1004"
"0004","0001","1005"
"0004","0001","1006"
"0004","0001","1007"
"0004","0001","1008"
"0004","0001","1009"
"0004","0001","1010"
"0004","0001","1011"
"0004","0001","1012"
"0004","0001","1013"
"0004","0001","1014"
"0004","0001","1015"
"0004","0001","1016"
"0004","0001","1017"
"0004","0001","1018"
"0004","0001","1019"
"0004","0001","1020"
"0004","0001","1021"
"0004","0001","1022"
"0004","0001","1023"
"0004","0001","1024"
"0004","0001","1025"
"0004","0001","1026"
"0004","0001","1027"
"0004","0001","1028"
"0004","0001","1029"
"0004","0001","1030"
"0004","0001","1031"
"0004","0001","1032"
"0004","0001","1033"
"0004","0001","1034"
"0004","0001","1035"
"0004","0001","1036"
"0004","0001","1037"
"0004","0001","1038"
"0004","0001","1039"
"0004","0001","1040"
"0004","0001","1041"
"0004","0001","1042"
"0004","0001","1043"
"0004","0001","1044"
"0004","0001","1045"
"0004","0001","1046"
"0004","0001","1047"
"0004","0001","1048"
"0004","0001","9999"
"0005","0001","1001"
"0005","0001","1002"
"0005","0001","1003"
"0005","0001","1004"
"0005","0001","1006"
"0005","0001","1007"
"0005","0001","1008"
"0005","0001","1009"
"0005","0001","1012"
"0006","0001","1001"
"0006","0001","1002"
"0006","0001","1003"
"0006","0001","1004"
"0006","0001","1005"
"0006","0001","1006"
"0006","0001","1007"
"0006","0001","1008"
"0006","0001","1009"
"0006","0001","1010"
"0006","0001","1011"
"0006","0001","1012"
"0006","0001","1013"
"0006","0001","1014"
"0006","0001","1015"
"0006","0001","2001"
"0006","0001","2002"
"0006","0001","2003"
"0006","0001","2004"
"0006","0001","2005"
"0006","0001","2006"
"0006","0001","2007"
"0006","0001","2008"
"0006","0001","3001"
"0006","0001","3002"
"0006","0001","3003"
"0006","0001","3004"
"0006","0001","3005"
"0006","0001","3006"
"0006","0001","3007"
"0006","0001","9999"
"0007","0001","1001"
"0007","0001","1002"
"0007","0001","1003"
"0007","0001","1004"
"0007","0001","1005"
"0007","0001","1006"
"0007","0001","1007"
"0007","0001","1008"
"0007","0001","1009"
"0007","0001","1010"
"0007","0001","9999"
"0008","0001","1001"
"0008","0001","1002"
"0008","0001","1003"
"0008","0001","1004"
"0008","0001","1005"
"0008","0001","1006"
"0008","0001","1007"
"0008","0001","1008"
"0008","0001","1009"
"0008","0001","1010"
"0008","0001","1011"
"0008","0001","1012"
"0008","0001","1013"
"0008","0001","1014"
"0008","0001","1015"
"0008","0001","1016"
"0008","0001","1017"
"0008","0001","1018"
"0008","0001","1019"
"0008","0001","1020"
"0008","0001","1021"
"0008","0001","1022"
"0008","0001","1023"
"0008","0001","1024"
"0008","0001","1025"
"0008","0001","1026"
"0008","0001","1027"
"0008","0001","1028"
"0008","0001","1029"
"0008","0001","1030"
"0008","0001","1031"
"0008","0001","1032"
"0008","0001","1033"
"0008","0001","1034"
"0008","0001","1035"
"0008","0001","1036"
"0008","0001","1037"
"0008","0001","1038"
"0008","0001","1039"
"0008","0001","1040"
"0008","0001","1041"
"0008","0001","1042"
"0008","0001","2001"
"0008","0001","2002"
"0008","0001","2003"
"0008","0001","2004"
"0008","0001","2005"
"0008","0001","2006"
"0008","0001","2007"
"0008","0001","2008"
"0008","0001","2009"
"0008","0001","2010"
"0008","0001","2011"
"0008","0001","2012"
"0008","0001","2013"
"0008","0001","2014"
"0008","0001","2015"
"0008","0001","2016"
"0008","0001","2017"
"0008","0001","2018"
"0008","0001","2019"
"0008","0001","2020"
"0008","0001","2021"
"0008","0001","2022"
"0008","0001","2023"
"0008","0001","2024"
"0008","0001","2025"
"0008","0001","2026"
"0008","0001","2027"
"0008","0001","2028"
"0008","0001","2029"
"0008","0001","2030"
"0008","0001","2031"
"0008","0001","2032"
"0008","0001","2033"
"0008","0001","2034"
"0008","0001","2035"
"0008","0001","2036"
"0008","0001","2037"
"0008","0001","2038"
"0008","0001","2039"
"0008","0001","2040"
"0008","0001","2041"
"0008","0001","2042"
"0008","0001","2043"
"0008","0001","2044"
"0008","0001","2045"
"0008","0001","2046"
"0008","0001","2047"
"0008","0001","2048"
"0008","0001","2049"
"0008","0001","2050"
"0008","0001","2051"
"0008","0001","2052"
"0008","0001","2053"
"0008","0001","2054"
"0008","0001","2055"
"0008","0001","2056"
"0008","0001","2057"
"0008","0001","2058"
"0008","0001","3001"
"0008","0001","3002"
"0008","0001","3003"
"0008","0001","3004"
"0008","0001","3005"
"0008","0001","3006"
"0008","0001","3007"
"0008","0001","3008"
"0008","0001","3009"
"0008","0001","3010"
"0008","0001","3011"
"0008","0001","3012"
"0008","0001","3013"
"0008","0001","3014"
"0008","0001","3015"
"0008","0001","3016"
"0008","0001","3017"
"0008","0001","3018"
"0008","0001","3019"
"0008","0001","3020"
"0008","0001","3021"
"0008","0001","3022"
"0008","0001","3023"
"0008","0001","3024"
"0008","0001","3025"
"0008","0001","3026"
"0008","0001","3027"
"0008","0001","9999"
"0009","0001","1001"
"0009","0001","1002"
"0009","0001","1003"
"0009","0001","1004"
"0009","0001","1005"
"0009","0001","1006"
"0009","0001","1007"
"0009","0001","1008"
"0009","0001","1009"
"0009","0001","1010"
"0009","0001","1011"
"0009","0001","1012"
"0009","0001","1013"
"0009","0001","1014"
"0009","0001","1015"
"0009","0001","1016"
"0009","0001","1017"
"0009","0001","1018"
"0009","0001","1019"
"0009","0001","1020"
"0009","0001","1021"
"0009","0001","1022"
"0009","0001","1023"
"0009","0001","1024"
"0009","0001","1025"
"0009","0001","1026"
"0009","0001","1027"
"0010","0001","1001"
"0010","0001","1002"
"0010","0001","1003"
"0010","0001","1004"
"0010","0001","1005"
"0010","0001","1006"
"0010","0001","1007"
"0010","0001","1008"
"0010","0001","1009"
"0010","0001","1010"
"0010","0001","2001"
"0010","0001","2002"
"0010","0001","2003"
"0010","0001","2004"
"0010","0001","2005"
"0010","0001","2006"
"0010","0001","2007"
"0010","0001","2008"
"0010","0001","2009"
"0010","0001","2010"
"0010","0001","2011"
"0010","0001","2012"
"0010","0001","2013"
"0010","0001","2014"
"0010","0001","2015"
"0010","0001","2016"
"0010","0001","2017"
"0010","0001","2018"
"0010","0001","3001"
"0010","0001","3002"
"0010","0001","3003"
"0010","0001","3004"
"0010","0001","3005"
"0010","0001","3006"
"0010","0001","3007"
"0010","0001","3008"
"0010","0001","3009"
"0010","0001","3010"
"0010","0001","3011"
"0010","0001","3012"
"0010","0001","4001"
"0010","0001","4002"
"0010","0001","4003"
"0010","0001","4004"
"0010","0001","4005"
"0010","0001","4006"
"0010","0001","4007"
"0010","0001","4008"
"0010","0001","4009"
"0010","0001","4010"
"0010","0001","4011"
"0010","0001","4012"
"0010","0001","4013"
"0010","0001","4014"
"0010","0001","4015"
"0010","0001","4016"
"0010","0001","4017"
"0010","0001","4018"
"0010","0001","4019"
"0010","0001","4020"
"0010","0001","4021"
"0010","0001","4022"
"0010","0001","4023"
"0010","0001","4024"
"0010","0001","4025"
"0010","0001","4026"
"0010","0001","4027"
"0010","0001","4028"
"0010","0001","4029"
"0010","0001","4030"
"0010","0001","4031"
"0010","0001","4032"
"0010","0001","4033"
"0010","0001","4034"
"0010","0001","4035"
"0010","0001","4036"
"0010","0001","5001"
"0010","0001","5002"
"0010","0001","5003"
"0010","0001","5004"
"0010","0001","5005"
"0010","0001","5006"
"0010","0001","5007"
"0010","0001","5008"
"0010","0001","5009"
"0010","0001","5010"
"0010","0001","5011"
"0010","0001","5012"
"0010","0001","5013"
"0010","0001","5014"
"0010","0001","5015"
"0010","0001","6001"
"0010","0001","6002"
"0010","0001","6003"
"0010","0001","6004"
"0010","0001","6005"
"0010","0001","6006"
"0010","0001","6007"
"0010","0001","6008"
"0010","0001","6009"
"0010","0001","6010"
"0010","0001","6011"
"0010","0001","6012"
"0010","0001","6013"
"0010","0001","7001"
"0010","0001","7002"
"0010","0001","7003"
"0010","0001","7004"
